"spkid","full_name","name","diameter","e","a","q","i","om","w","ma","albedo","n","epoch"
3432564,"       (2008 UD)",,,0.3208,1.009,0.685,12.60,205.70,52.60,93.68,,0.9722,2454759.5
3432565,"       (2008 UF)",,,0.3717,1.65,1.037,9.14,206.67,175.38,4.37,,0.4648,2454764.5
3432638,"       (2008 UQ)",,,0.4111,1.088,0.641,12.29,32.83,188.65,182.62,,0.8686,2460600.5
3432639,"       (2008 UR)",,,0.2717,1.317,0.959,4.85,205.74,229.74,188.34,,0.6524,2460600.5
3432646,"       (2008 US)",,,0.6138,1.612,0.623,5.97,207.92,90.77,23.96,,0.4815,2454760.5
3432640,"       (2008 UU)",,,0.6143,2.775,1.071,12.70,31.42,25.20,354.97,,0.2132,2454763.5
3432641,"       (2008 UV)",,,0.3397,1.632,1.078,13.04,205.62,185.32,0.96,,0.4726,2454765.5
3432642,"       (2008 UX)",,,0.6813,0.8174,0.261,21.75,37.53,158.15,92.71,,1.334,2460600.5
3432675,"       (2008 UE1)",,,0.4868,2.235,1.147,8.42,197.79,156.58,293.71,,0.2949,2460600.5
3432676,"       (2008 UF1)",,,0.6344,1.866,0.682,5.00,32.71,274.47,19.75,,0.3866,2454763.5
3432678,"       (2008 UM1)",,,0.6827,2.338,0.742,5.29,208.94,111.87,11.54,,0.2758,2454761.5
3432687,"       (2008 UT1)",,,0.4622,1.628,0.875,43.30,34.58,292.84,24.96,,0.4745,2454764.5
3432688,"       (2008 UU1)",,,0.7507,1.607,0.401,12.09,157.14,119.02,327.57,,0.4837,2460600.5
3432702,"       (2008 UR2)",,,0.3689,1.42,0.896,2.37,210.71,124.16,185.47,,0.5825,2460600.5
3432703,"       (2008 US2)",,,0.2789,1.528,1.102,4.41,35.41,14.73,156.63,,0.5217,2460600.5
3432704,"       (2008 UT2)",,,0.4843,1.808,0.932,7.59,208.58,130.83,17.96,,0.4055,2454765.5
3433062,"       (2008 UL3)",,,0.2241,1.295,1.004,6.58,205.78,240.70,324.12,,0.6691,2454765.5
3433063,"       (2008 UM3)",,,0.2516,1.461,1.094,10.72,213.73,211.73,341.67,,0.5581,2454766.5
3433064,"       (2008 UN3)",,,0.2335,1.053,0.807,24.85,41.58,130.35,175.09,,0.9125,2460600.5
3433332,"       (2008 US4)",,0.516,0.6324,2.337,0.859,13.18,31.17,72.79,157.47,0.029,0.2759,2460600.5
3433333,"       (2008 US5)",,,0.3295,1.807,1.212,29.73,24.89,59.82,175.60,,0.4056,2460600.5
3433334,"       (2008 UT5)",,,0.5543,2.277,1.015,1.61,37.59,32.61,225.20,,0.2869,2460600.5
3433335,"       (2008 UU5)",,,0.5086,2.488,1.222,15.59,209.34,170.55,4.84,,0.2512,2454768.5
3433336,"       (2008 UV5)",,,0.6032,2.589,1.027,3.52,40.53,325.27,5.86,,0.2366,2454766.5
3433361,"       (2008 UA7)",,,0.3598,1.614,1.033,10.07,213.79,148.55,16.61,,0.4806,2454771.5
3433362,"       (2008 UB7)",,,0.5942,1.236,0.501,2.02,219.70,287.58,317.99,,0.7176,2454768.5
3433363,"       (2008 UC7)",,,0.4447,1.321,0.734,1.01,81.79,39.81,320.86,,0.6492,2454766.5
3433365,"       (2008 UE7)",,,0.4481,1.649,0.910,3.95,81.14,48.79,157.67,,0.4656,2460600.5
3433366,"       (2008 UF7)",,,0.6061,1.649,0.650,19.86,54.90,212.94,251.67,,0.4653,2460600.5
3433367,"       (2008 UG7)",,,0.0947,1.228,1.111,40.82,208.34,120.53,320.06,,0.7247,2460600.5
3433757,"       (2008 UM90)",,,0.5058,2.198,1.086,5.97,178.47,132.25,20.69,,0.3025,2454767.5
3433759,"       (2008 UO90)",,,0.4318,2.197,1.249,5.75,220.90,100.83,359.04,,0.3026,2460600.5
3434368,"       (2008 UV91)",,,0.6151,2.21,0.851,19.49,15.38,78.60,288.55,,0.3,2460600.5
3434369,"       (2008 UW91)",,,0.5715,1.147,0.491,7.32,247.96,282.91,285.12,,0.8026,2460600.5
3434370,"       (2008 UX91)",,,0.2153,1.446,1.134,27.22,32.85,329.11,20.74,,0.567,2454768.5
3434371,"       (2008 UY91)",,,0.9060,7.315,0.688,32.39,213.81,263.82,357.31,,0.04982,2454767.5
3434372,"       (2008 UZ91)",,,0.2652,1.551,1.140,17.66,215.71,134.35,123.84,,0.5104,2460600.5
3434373,"       (2008 UA92)",,,0.6052,2.602,1.027,3.05,39.55,351.56,1.00,,0.2348,2454768.5
3434374,"       (2008 UB92)",,,0.3440,1.538,1.009,7.26,30.93,317.50,22.96,,0.5165,2454769.5
3435023,"       (2008 UB95)",,,0.2686,0.9895,0.724,3.26,21.60,253.61,166.71,,1.001,2460600.5
3435025,"       (2008 UD95)",,,0.1380,1.143,0.985,4.35,223.31,106.99,52.19,,0.8064,2454769.5
3435026,"       (2008 UT95)",,,0.5751,1.815,0.771,3.81,219.81,247.72,171.46,,0.4031,2460600.5
3435027,"       (2008 UU95)",,,0.6841,2.516,0.795,1.14,294.84,27.18,10.49,,0.247,2460600.5
3435081,"       (2008 UT99)",,,0.3091,1.54,1.064,1.59,261.40,116.65,138.87,,0.5159,2460600.5
3435082,"       (2008 UU99)",,,0.5390,2.339,1.078,4.27,43.94,350.42,165.66,,0.2755,2460600.5
3435083,"       (2008 UW99)",,,0.6163,2.464,0.945,1.47,21.28,345.45,52.38,,0.2549,2460600.5
3435084,"       (2008 UP100)",,,0.4147,1.55,0.907,5.85,232.16,109.24,27.08,,0.511,2454779.5
3435538,"       (2008 UZ201)",,,0.4976,2.328,1.170,2.99,80.89,283.21,189.31,,0.2774,2460600.5
3435539,"       (2008 UA202)",,,0.0686,1.033,0.962,0.26,21.13,300.88,139.35,,0.9384,2460600.5
3435540,"       (2008 UB202)",,,0.4868,2.499,1.282,6.56,223.73,160.72,3.98,,0.2495,2454773.5
3435541,"       (2008 UC202)",,,0.0686,1.011,0.941,7.45,37.31,91.99,178.72,,0.9698,2460600.5
3435542,"       (2008 UD202)",,,0.4118,1.882,1.107,5.67,234.97,118.21,18.79,,0.3817,2454772.5
3435543,"       (2008 UE202)",,,0.4742,2.471,1.299,2.01,348.16,27.94,46.24,,0.2538,2460600.5
3435544,"       (2008 VC)",,,0.1726,1.122,0.928,5.72,218.31,240.66,114.52,,0.8299,2460600.5
3435545,"       (2008 VD)",,,0.2416,1.238,0.939,31.57,37.46,299.32,40.10,,0.7154,2454773.5
3435546,"       (2008 VE)",,,0.6386,2.687,0.971,7.68,228.32,128.64,230.89,,0.2237,2460600.5
3435548,"       (2008 VH)",,,0.4689,2.142,1.137,5.09,201.37,91.90,84.84,,0.3145,2460600.5
3435550,"       (2008 VJ)",,,0.4516,1.661,0.911,25.04,227.60,82.73,42.24,,0.4606,2454775.5
3435549,"       (2008 VK)",,,0.4465,1.569,0.868,29.00,218.48,121.22,24.35,,0.5016,2454774.5
3435551,"       (2008 VL)",,,0.6177,2.421,0.926,2.68,216.62,143.40,7.97,,0.2616,2454772.5
3435552,"       (2008 VM)",,,0.3927,1.334,0.810,4.09,42.01,69.17,327.26,,0.6395,2454773.5
3436407,"       (2008 VU3)",,,0.6188,2.486,0.948,3.94,223.86,144.61,32.33,,0.2515,2460600.5
3437789,"       (2008 VY3)",,,0.3479,0.9897,0.645,12.38,220.31,301.40,281.74,,1.001,2454775.5
3437790,"       (2008 VZ3)",,,0.5249,1.851,0.879,3.58,229.12,237.49,341.33,,0.3915,2454779.5
3437791,"       (2008 VA4)",,,0.2194,1.285,1.003,11.42,220.77,197.99,329.90,,0.6763,2460600.5
3437792,"       (2008 VB4)",,,0.6189,2.36,0.900,0.06,189.29,171.32,8.65,,0.2718,2454776.5
3437805,"       (2008 VR4)",,,0.3880,0.9214,0.564,4.17,37.13,235.25,91.43,,1.114,2460600.5
3437807,"       (2008 VT4)",,,0.1251,1.442,1.262,22.12,224.26,122.96,43.36,,0.5692,2454777.5
3438957,"       (2008 VG14)",,,0.5616,2.804,1.230,10.08,259.79,113.28,148.00,,0.2099,2460600.5
3438958,"       (2008 VH14)",,,0.6387,2.874,1.038,1.42,204.70,257.19,98.24,,0.2023,2460600.5
3438960,"       (2008 VL14)",,,0.8182,2.214,0.403,1.95,40.02,243.80,24.21,,0.2991,2454790.5
3438964,"       (2008 VA15)",,,0.3036,1.449,1.009,1.82,334.98,96.99,31.75,,0.565,2460600.5
3439358,"       (2008 WB)",,,0.0947,1.384,1.253,44.27,236.87,164.77,287.09,,0.6053,2460600.5
3439359,"       (2008 WC)",,,0.4579,1.742,0.944,2.22,238.78,219.20,316.26,,0.4287,2460600.5
3439361,"       (2008 WD)",,,0.6158,2.418,0.929,2.21,231.49,225.51,75.33,,0.2622,2460600.5
3439360,"       (2008 WE)",,,0.5570,2.296,1.017,1.03,66.09,340.12,2.60,,0.2832,2454789.5
3439478,"       (2008 WK)",,,0.2817,1.418,1.018,6.34,61.71,29.10,136.04,,0.5839,2460600.5
3439479,"       (2008 WL)",,,0.6444,2.731,0.971,6.71,277.02,110.13,196.16,,0.2184,2460600.5
3439480,"       (2008 WM)",,,0.1377,1.074,0.926,12.65,57.73,84.88,289.73,,0.8855,2454789.5
3439481,"       (2008 WP1)",,,0.4322,2.22,1.261,7.57,71.32,330.99,292.06,,0.2979,2460600.5
3439482,"       (2008 WQ1)",,,0.6068,2.678,1.053,34.96,230.55,160.09,4.35,,0.2249,2454791.5
3439560,"       (2008 WO2)",,,0.1882,1.025,0.832,2.01,238.02,85.89,189.47,,0.9496,2460600.5
3439561,"       (2008 WP2)",,,0.3507,1.505,0.977,14.90,57.70,37.91,342.80,,0.534,2454791.5
3439562,"       (2008 WQ2)",,,0.2047,0.8465,0.673,13.45,234.04,8.29,173.52,,1.265,2454791.5
3439802,"       (2008 WY13)",,,0.7394,2.405,0.627,15.55,237.72,72.05,112.30,,0.2642,2460600.5
3439804,"       (2008 WA14)",,,0.4280,1.263,0.723,13.02,71.56,84.46,22.43,,0.6941,2460600.5
3439805,"       (2008 WB14)",,,0.5794,2.452,1.031,8.46,238.39,170.84,2.28,,0.2567,2454792.5
3439806,"       (2008 WC14)",,,0.6594,3.203,1.091,21.05,55.54,16.16,274.90,,0.1719,2460600.5
3439807,"       (2008 WD14)",,,0.5659,2.237,0.971,5.61,235.63,167.80,278.63,,0.2947,2460600.5
3439808,"       (2008 WE14)",,,0.3880,1.633,0.999,13.99,59.08,324.14,14.84,,0.4725,2454791.5
3439809,"       (2008 WF14)",,,0.3041,1.54,1.072,6.86,239.13,157.96,127.22,,0.5158,2460600.5
3439810,"       (2008 WG14)",,,0.4875,1.66,0.851,4.47,65.34,63.92,131.26,,0.4609,2460600.5
3439811,"       (2008 WH14)",,,0.2563,1.392,1.035,6.57,61.77,351.12,3.41,,0.6,2454791.5
3439812,"       (2008 WJ14)",,,0.7246,3.796,1.045,10.96,237.33,178.99,0.28,,0.1333,2454791.5
3439814,"       (2008 WM32)",,,0.5802,2.23,0.936,39.17,66.60,303.05,295.10,,0.2959,2460600.5
3440134,"       (2008 WW32)",,,0.4929,2.131,1.081,10.24,42.28,15.57,357.12,,0.3167,2454795.5
3440285,"       (2008 WY32)",,,0.6163,1.172,0.450,8.61,251.71,43.39,235.89,,0.7764,2460600.5
3440286,"       (2008 WB59)",,0.407,0.1880,1.045,0.848,25.65,60.49,188.88,139.17,0.203,0.9228,2460600.5
3440317,"       (2008 WH60)",,,0.2616,1.559,1.151,13.27,257.49,144.14,68.12,,0.5063,2460600.5
3440319,"       (2008 WK60)",,,0.3204,0.7794,0.530,8.49,81.50,146.40,209.06,,1.432,2454797.5
3440320,"       (2008 WL60)",,,0.5474,2.415,1.093,18.05,55.10,96.82,64.74,,0.2626,2460600.5
3440392,"       (2008 WK61)",,,0.4198,1.66,0.963,17.16,253.38,212.62,139.15,,0.4607,2460600.5
3440393,"       (2008 WL61)",,,0.5235,2.259,1.077,7.42,42.90,293.59,265.85,,0.2902,2460600.5
3440394,"       (2008 WM61)",,,0.3336,1.482,0.988,2.51,239.39,199.84,286.71,,0.5462,2460600.5
3440395,"       (2008 WS62)",,,0.3157,1.269,0.868,5.22,238.34,110.32,86.45,,0.6898,2460600.5
3440396,"       (2008 WT62)",,,0.3539,0.8842,0.571,18.19,57.97,148.37,279.70,,1.185,2460600.5
3440584,"       (2008 WL64)",,,0.7223,1.327,0.368,41.63,45.69,256.60,185.60,,0.6449,2460600.5
3440770,"       (2008 WY94)",,,0.1816,1.177,0.963,6.05,71.34,31.37,133.32,,0.7717,2460600.5
3440771,"       (2008 WZ94)",,,0.7740,1.522,0.344,6.55,248.65,321.25,118.97,,0.525,2460600.5
3440788,"       (2008 WE96)",,,0.4447,1.903,1.056,13.34,68.42,353.33,2.14,,0.3756,2454802.5
3440789,"       (2008 WF96)",,,0.5804,2.483,1.042,1.83,266.99,135.33,4.00,,0.2519,2454795.5
3440790,"       (2008 WG96)",,,0.4927,1.05,0.532,0.67,263.30,49.57,60.32,,0.9167,2454804.5
3440791,"       (2008 WH96)",,,0.4042,1.373,0.818,7.30,75.44,259.42,356.71,,0.6128,2460600.5
3440792,"       (2008 WJ96)",,,0.5933,2.447,0.995,2.02,247.28,222.75,352.36,,0.2574,2454806.5
3440793,"       (2008 WK96)",,,0.4992,1.746,0.874,8.22,66.53,311.22,334.64,,0.4273,2460600.5
3441023,"       (2008 XF)",,,0.1369,1.304,1.126,14.45,238.80,244.16,191.30,,0.6619,2460600.5
3441024,"       (2008 XG)",,,0.2376,1.423,1.084,24.92,71.67,18.05,348.69,,0.5809,2454803.5
3441025,"       (2008 XH)",,,0.4523,1.361,0.745,15.59,65.54,265.80,50.87,,0.621,2460600.5
3441027,"       (2008 XK)",,,0.6854,2.806,0.883,6.15,74.59,42.25,352.91,,0.2097,2454802.5
3441089,"       (2008 XN)",,,0.5882,2.167,0.892,5.31,97.86,63.52,326.00,,0.309,2460600.5
3441090,"       (2008 XO)",,,0.4883,2.001,1.024,5.19,240.69,158.54,10.06,,0.3481,2454804.5
3441091,"       (2008 XP)",,,0.3525,1.956,1.267,10.61,75.34,30.71,273.34,,0.3603,2460600.5
3441092,"       (2008 XS)",,,0.2131,1.274,1.003,3.35,250.50,170.64,7.26,,0.6853,2460600.5
3441093,"       (2008 XB1)",,,0.3727,1.332,0.836,12.68,270.33,84.10,149.38,,0.641,2460600.5
3441094,"       (2008 XC1)",,,0.5767,2.054,0.870,4.47,86.22,43.76,127.75,,0.3348,2460600.5
3441112,"       (2008 XK1)",,,0.1612,1.325,1.111,17.91,251.81,225.73,332.54,,0.6462,2454812.5
3441113,"       (2008 XL1)",,,0.1980,1.421,1.140,27.22,248.38,130.32,39.93,,0.5817,2454808.5
3441114,"       (2008 XM1)",,,0.7865,2.357,0.503,5.05,257.56,278.56,114.08,,0.2723,2460600.5
3441126,"       (2008 XA2)",,,0.6130,2.384,0.923,2.93,39.67,334.51,125.19,,0.2678,2460600.5
3441127,"       (2008 XB2)",,,0.3772,1.157,0.720,2.42,269.84,259.82,220.05,,0.7923,2460600.5
3441128,"       (2008 XC2)",,,0.4883,1.966,1.006,4.05,269.59,122.81,288.01,,0.3576,2460600.5
3441149,"       (2008 XQ2)",,,0.5529,2.202,0.984,14.52,34.54,355.10,326.85,,0.3017,2460600.5
3441169,"       (2008 XU2)",,,0.6174,2.454,0.939,2.96,62.42,334.24,54.03,,0.2563,2460600.5
3441170,"       (2008 XV2)",,,0.4186,2.173,1.263,26.48,279.46,142.84,351.14,,0.3077,2460600.5
3441171,"       (2008 XW2)",,,0.4438,1.065,0.592,26.46,71.76,259.88,212.61,,0.897,2460600.5
3441172,"       (2008 XX2)",,,0.5342,2.517,1.172,12.69,305.24,146.88,358.81,,0.2468,2454807.5
3441806,"       (2008 YA)",,,0.8312,2.651,0.447,31.07,119.12,201.49,248.03,,0.2284,2460600.5
3441820,"       (2008 YF)",,,0.4382,1.628,0.915,21.98,86.93,321.17,238.87,,0.4745,2460600.5
3441842,"       (2008 YJ2)",,,0.5238,1.787,0.851,24.45,75.93,72.02,203.29,,0.4126,2460600.5
3441843,"       (2008 YK2)",,,0.4923,2.193,1.113,25.48,93.69,48.12,297.21,,0.3035,2460600.5
3441844,"       (2008 YL2)",,,0.5419,1.596,0.731,23.01,267.95,103.29,24.57,,0.4888,2454822.5
3441845,"       (2008 YM2)",,,0.5528,2.329,1.041,4.90,263.56,171.75,165.72,,0.2773,2460600.5
3441846,"       (2008 YN2)",,,0.2204,1.036,0.808,3.52,88.38,264.56,53.43,,0.9343,2460600.5
3441847,"       (2008 YO2)",,,0.5881,1.666,0.686,1.42,92.80,78.15,336.79,,0.4583,2454822.5
3441848,"       (2008 YP2)",,,0.3261,1.532,1.033,6.93,268.88,122.03,29.99,,0.5196,2454823.5
3441849,"       (2008 YQ2)",,,0.2553,1.034,0.770,23.29,91.80,99.06,303.75,,0.9369,2460600.5
3442027,"       (2008 YR2)",,,0.4343,2.262,1.280,7.78,328.98,183.07,217.48,,0.2898,2460600.5
3441850,"       (2008 YC3)",,,0.0456,1.016,0.970,12.04,91.44,82.26,84.64,,0.9626,2460600.5
3441851,"       (2008 YD3)",,,0.5414,2.268,1.040,0.30,133.55,315.81,0.81,,0.2886,2454822.5
3441852,"       (2008 YE3)",,,0.2863,1.549,1.106,19.32,87.37,341.10,89.30,,0.5111,2460600.5
3441853,"       (2008 YF3)",,,0.3267,1.538,1.036,20.48,92.87,85.05,53.53,,0.5166,2460600.5
3441854,"       (2008 YG3)",,,0.5738,2.578,1.099,10.64,102.19,346.92,285.97,,0.2381,2460600.5
3442030,"       (2008 YJ3)",,,0.4760,1.534,0.804,25.62,105.51,237.39,161.83,,0.5186,2460600.5
3442523,"       (2008 YG26)",,,0.5273,2.176,1.029,9.73,105.05,324.08,339.02,,0.307,2460600.5
3442524,"       (2008 YM27)",,,0.4610,1.679,0.905,17.78,275.97,125.79,114.61,,0.4532,2460600.5
3442525,"       (2008 YN27)",,,0.5963,2.19,0.884,23.94,96.20,303.43,326.71,,0.3041,2460600.5
3442526,"       (2008 YO27)",,,0.2547,1.556,1.160,41.32,100.54,305.50,31.31,,0.5077,2454832.5
3442839,"       (2008 YQ27)",,,0.3065,1.306,0.906,15.20,95.53,48.64,335.52,,0.6606,2454831.5
3442841,"       (2008 YS27)",,,0.3174,1.468,1.002,4.88,91.05,13.22,320.28,,0.5543,2460600.5
3442842,"       (2008 YZ28)",,,0.6173,2.501,0.957,35.47,266.31,131.31,8.78,,0.2492,2460600.5
3442843,"       (2008 YA29)",,,0.4897,2.07,1.056,5.96,277.16,184.19,107.52,,0.3309,2460600.5
3442844,"       (2008 YB29)",,,0.5795,2.378,1.000,3.98,283.14,170.11,2.35,,0.2688,2454834.5
3442845,"       (2008 YC29)",,,0.3975,0.8638,0.521,3.26,94.23,138.46,267.42,,1.228,2454830.5
3442849,"       (2008 YD29)",,,0.5655,2.904,1.262,15.25,90.58,21.74,74.68,,0.1991,2460600.5
3442846,"       (2008 YE29)",,,0.6282,2.78,1.034,6.26,135.57,7.68,118.99,,0.2126,2460600.5
3442847,"       (2008 YF29)",,,0.6160,2.438,0.936,1.44,169.61,333.34,351.51,,0.2589,2454833.5
3442848,"       (2008 YG29)",,,0.5245,2.231,1.061,6.02,283.79,163.87,270.47,,0.2958,2460600.5
3443214,"       (2008 YE30)",,,0.7359,2.357,0.623,14.24,285.02,289.39,109.42,,0.2723,2460600.5
3443215,"       (2008 YF30)",,,0.3226,1.31,0.887,10.01,275.09,253.99,320.96,,0.6577,2454832.5
3443216,"       (2008 YG30)",,,0.5033,1.781,0.885,7.80,284.46,227.51,215.17,,0.4146,2460600.5
3443217,"       (2008 YH30)",,,0.4725,1.693,0.893,5.45,98.76,309.67,18.24,,0.4475,2454832.5
3443219,"       (2008 YU30)",,,0.5864,2.478,1.025,6.02,92.51,350.48,16.95,,0.2527,2460600.5
3443805,"       (2008 YV32)",,,0.4140,1.53,0.897,1.10,114.53,39.73,102.05,,0.5209,2460600.5
3443806,"       (2008 YW32)",,,0.5610,2.323,1.020,0.99,71.21,2.24,172.86,,0.2783,2460600.5
3443807,"       (2008 YX32)",,,0.3910,1.233,0.751,12.66,84.72,149.93,104.17,,0.7201,2460600.5
3443808,"       (2008 YY32)",,,0.5489,2.092,0.944,6.03,283.75,212.30,74.31,,0.3257,2460600.5
3443859,"       (2008 YC33)",,,0.2663,1.337,0.981,11.89,272.34,245.53,322.78,,0.6377,2454831.5
3443810,"       (2009 AK)",,,0.6311,2.583,0.953,26.24,259.66,226.48,278.35,,0.2374,2460600.5
3443811,"       (2009 AL)",,,0.6547,2.512,0.868,4.07,221.23,317.03,344.56,,0.2475,2460600.5
3443812,"       (2009 AM)",,,0.5796,3.018,1.269,10.92,290.71,195.13,6.14,,0.188,2460600.5
3443813,"       (2009 AN)",,,0.5723,2.408,1.030,21.58,293.17,100.21,100.65,,0.2637,2460600.5
3443832,"       (2009 AT)",,,0.7173,4.256,1.203,11.97,306.29,124.46,289.55,,0.1122,2460600.5
3443833,"       (2009 AU)",,,0.2654,1.528,1.123,32.82,285.69,60.47,216.20,,0.5217,2460600.5
3444212,"       (2009 AL15)",,,0.1595,1.301,1.094,16.52,114.54,265.73,299.25,,0.6641,2460600.5
3444273,"       (2009 AC16)",,,0.5415,1.535,0.704,18.51,106.87,99.72,327.38,,0.5181,2454849.5
3444274,"       (2009 AD16)",,,0.5974,2.619,1.055,15.24,299.92,195.70,251.52,,0.2325,2460600.5
3444275,"       (2009 AE16)",,,0.7367,1.789,0.471,46.14,309.79,280.47,188.12,,0.4119,2460600.5
3444292,"       (2009 AF16)",,,0.4609,2.186,1.179,14.76,304.40,180.94,307.38,,0.3049,2460600.5
3444293,"       (2009 AG16)",,,0.6250,1.549,0.581,28.05,110.54,257.94,97.40,,0.5112,2460600.5
3444295,"       (2009 BB)",,,0.8480,2.41,0.366,18.88,72.31,155.03,55.39,,0.2635,2460600.5
3444296,"       (2009 BC)",,,0.5402,1.081,0.497,8.54,117.55,134.59,285.11,,0.8769,2454851.5
3444297,"       (2009 BD)",,,0.0519,1.062,1.007,1.27,253.16,316.64,119.58,,0.9004,2460600.5
3444298,"       (2009 BE)",,,0.4460,1.472,0.816,0.95,125.63,61.75,251.45,,0.5517,2460600.5
3444300,"       (2009 BG)",,,0.2728,1.105,0.804,5.56,299.97,93.19,252.23,,0.8482,2460600.5
3444368,"       (2009 BF2)",,,0.1844,1.063,0.867,4.55,301.08,95.79,196.74,,0.8998,2460600.5
3444369,"       (2009 BG2)",,,0.7660,2.426,0.568,11.43,357.46,183.43,350.93,,0.2608,2454849.5
3444370,"       (2009 BH2)",,,0.4758,0.8142,0.427,23.19,117.08,221.00,254.14,,1.342,2460600.5
3444371,"       (2009 BJ2)",,,0.2790,0.946,0.682,6.50,296.02,300.18,310.19,,1.071,2460600.5
3444372,"       (2009 BK2)",,,0.2126,1.013,0.797,3.55,126.05,121.64,53.69,,0.9672,2460600.5
3444374,"       (2009 BM2)",,,0.5713,2.722,1.167,25.09,126.82,10.13,173.21,,0.2195,2460600.5
3444375,"       (2009 BN2)",,,0.4976,1.787,0.898,4.14,302.03,131.23,16.81,,0.4127,2454854.5
3444376,"       (2009 BW2)",,,0.1400,1.021,0.878,1.02,24.73,195.05,10.96,,0.9551,2460600.5
3444436,"       (2009 BO5)",,,0.3263,1.422,0.958,3.46,305.96,212.56,81.11,,0.581,2460600.5
3444437,"       (2009 BP5)",,,0.6868,2.126,0.666,4.93,116.81,99.19,342.78,,0.3179,2454856.5
3444438,"       (2009 BQ5)",,,0.6575,1.245,0.426,11.76,310.90,45.76,48.39,,0.7095,2454858.5
3444439,"       (2009 BR5)",,,0.6593,2.028,0.691,3.84,300.86,277.28,340.69,,0.3413,2454857.5
3444440,"       (2009 BS5)",,,0.3832,1.576,0.972,1.86,303.13,154.50,346.56,,0.4981,2460600.5
3444442,"       (2009 BU5)",,,0.6779,1.658,0.534,4.62,37.94,337.61,26.81,,0.4615,2454856.5
3444550,"       (2009 BA11)",,,0.4846,1.929,0.994,4.40,316.84,212.64,347.98,,0.3679,2454862.5
3444551,"       (2009 BC11)",,,0.6030,2.311,0.918,3.24,91.86,90.79,156.00,,0.2805,2460600.5
3444558,"       (2009 BD11)",,,0.6242,2.818,1.059,12.66,123.60,358.51,0.64,,0.2084,2454857.5
3444552,"       (2009 BG11)",,,0.2041,1.124,0.894,22.97,301.00,256.42,309.32,,0.8275,2454859.5
3444553,"       (2009 BH11)",,,0.6426,2.411,0.862,0.44,156.70,280.03,10.19,,0.2632,2454861.5
3445068,"       (2009 BC58)",,,0.4865,2.3,1.181,1.85,331.36,72.83,225.05,,0.2825,2460600.5
3445069,"       (2009 BD58)",,,0.4758,1.699,0.890,15.58,128.51,64.88,336.41,,0.4452,2454860.5
3445070,"       (2009 BE58)",,,0.5597,0.9371,0.413,1.87,149.54,120.90,42.88,,1.086,2460600.5
3445071,"       (2009 BF58)",,,0.3777,1.513,0.942,0.98,303.17,145.25,179.37,,0.5295,2460600.5
3445072,"       (2009 BG58)",,,0.5100,2.035,0.997,5.00,125.04,349.35,154.56,,0.3396,2460600.5
3445073,"       (2009 BH58)",,,0.5022,2.015,1.003,3.70,147.05,351.61,176.32,,0.3445,2460600.5
3445075,"       (2009 BK58)",,,0.6190,2.555,0.973,2.59,139.04,15.26,303.70,,0.2414,2460600.5
3445076,"       (2009 BL58)",,,0.4693,1.696,0.900,5.48,320.06,228.15,340.01,,0.4462,2454863.5
3445077,"       (2009 BM58)",,,0.5909,2.538,1.038,6.07,319.51,155.62,321.09,,0.2438,2460600.5
3445078,"       (2009 BN58)",,,0.2471,1.367,1.029,6.71,313.60,194.30,351.47,,0.6165,2454863.5
3445079,"       (2009 BO58)",,,0.4498,0.8363,0.460,26.25,130.70,207.71,321.26,,1.289,2460600.5
3446999,"       (2009 BA71)",,,0.2571,1.639,1.218,3.85,131.19,29.16,159.33,,0.4696,2460600.5
3445081,"       (2009 BK71)",,,0.3774,1.822,1.135,36.30,318.13,105.91,168.40,,0.4006,2460600.5
3445442,"       (2009 BD77)",,,0.2200,1.055,0.823,17.47,337.92,63.44,253.00,,0.9101,2460600.5
3445537,"       (2009 BD81)",,,0.6394,2.593,0.935,12.46,344.38,190.54,352.58,,0.2361,2454870.5
3445538,"       (2009 BE81)",,,0.3495,1.523,0.991,18.80,118.00,333.49,144.31,,0.5244,2460600.5
3445539,"       (2009 BF81)",,,0.5507,2.057,0.924,8.59,120.46,328.65,126.82,,0.3341,2460600.5
3445540,"       (2009 BG81)",,,0.4596,1.795,0.970,3.05,128.23,29.41,184.16,,0.4099,2460600.5
3445541,"       (2009 BH81)",,,0.2751,1.632,1.183,45.13,154.27,78.38,145.30,,0.4728,2460600.5
3445543,"       (2009 CD)",,,0.2639,0.9013,0.663,22.77,304.98,333.52,351.48,,1.152,2460600.5
3445544,"       (2009 CE)",,,0.1883,0.8927,0.725,8.14,127.60,190.40,24.77,,1.169,2460600.5
3445545,"       (2009 CF)",,,0.5097,2.018,0.990,29.47,309.64,236.20,343.70,,0.3437,2454864.5
3445546,"       (2009 CG)",,,0.3018,1.41,0.985,18.20,140.32,307.20,27.11,,0.5886,2454867.5
3445599,"       (2009 CP)",,,0.5529,2.182,0.976,8.00,135.51,26.68,352.92,,0.3057,2454865.5
3445600,"       (2009 CQ)",,,0.3826,1.395,0.861,5.72,137.38,288.79,31.63,,0.598,2454865.5
3445601,"       (2009 CR)",,,0.3785,1.726,1.073,3.22,145.40,333.22,5.99,,0.4346,2454865.5
3445602,"       (2009 CS)",,,0.5954,2.007,0.812,3.21,250.01,170.89,208.15,,0.3465,2460600.5
3445605,"       (2009 CV)",,,0.1508,1.116,0.948,0.94,22.39,181.41,71.87,,0.8363,2460600.5
